UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
57,31.51.1203.1112,Atmospheric,Atmosphere,Atmosphere,Air,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,31.51.1203.1112,Agricultural,Livestock Grazers,31.0103,weather, ,"for outdoor CAFOs, suitable atmospheric conditions [in temperature, precipitation, or wind] for livestock survival",NA,NA,NA,NA,NA
60,24.21.1203.1112,Terrestrial,Grasslands,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,24.21.1203.1112,Agricultural,Livestock Grazers,24.0103,flora, ,non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
43,14.21.1203.1112,Aquatic,Near Coastal Marine and Estuaries,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,14.21.1203.1112,Agricultural,Livestock Grazers,14.0103,flora, ,non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
30,11.21.1203.1112,Aquatic,Rivers and Streams,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,11.21.1203.1112,Agricultural,Livestock Grazers,11.0103,flora, ,non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
63,25.21.1203.1112,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,25.21.1203.1112,Agricultural,Livestock Grazers,25.0103,flora,grasses,non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
66,27.21.1203.1112,Terrestrial,Tundra,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,27.21.1203.1112,Agricultural,Livestock Grazers,27.0103,flora,"grasses, sedges",non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
34,12.21.1203.1112,Aquatic,Wetlands,Flora,Flora,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,12.21.1203.1112,Agricultural,Livestock Grazers,12.0103,flora,"salt hay, grasses",non-cultivated vegetation for livestock consumption,NA,NA,NA,NA,NA
55,31.12.1203.1112,Atmospheric,Atmosphere,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,31.12.1203.1112,Agricultural,CAFO Operators,31.0102,water, ,water (via precipitation) for livestock consumption,NA,NA,NA,NA,NA
49,16.12.1203.1112,Aquatic,Groundwater,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,16.12.1203.1112,Agricultural,CAFO Operators,16.0102,water, ,water for livestock consumption,NA,NA,NA,NA,NA
52,16.12.1203.1112,Aquatic,Groundwater,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,16.12.1203.1112,Agricultural,Aquaculturists,16.0105,water, ,"medium and conditions (i.e., water quality) provided by the environment for cultivating aquatic organisms",NA,NA,NA,NA,NA
39,13.12.1203.1112,Aquatic,Lakes and Ponds,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,13.12.1203.1112,Agricultural,CAFO Operators,13.0102,water, ,water for livestock consumption,water storage capacity (cu. meters x 106) salinity (mS/cm) lake volume (m3),Stock,Proposed,"Bill Fisher (USEPA), Dave Peck (USEPA), John Stoddard (USEPA)",water storage capacity is often based on water balance
42,13.12.1203.1112,Aquatic,Lakes and Ponds,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,13.12.1203.1112,Agricultural,Aquaculturists,13.0105,water, ,"medium and conditions (i.e., water quality) provided by the environment for cultivating aquatic organisms",NA,NA,NA,NA,NA
48,15.12.1203.1112,Aquatic,Open Oceans and Seas,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,15.12.1203.1112,Agricultural,Aquaculturists,15.0105,water, ,"medium and conditions (i.e., water quality) provided by the environment for cultivating aquatic organisms",NA,NA,NA,NA,NA
29,11.12.1203.1112,Aquatic,Rivers and Streams,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,11.12.1203.1112,Agricultural,CAFO Operators,11.0102,water, ,water for livestock consumption,NA,NA,NA,NA,NA
33,11.12.1203.1112,Aquatic,Rivers and Streams,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,11.12.1203.1112,Agricultural,Aquaculturists,11.0105,water, ,"conditions (i.e., water quality) provided by the environment for cultivating aquatic organisms",NA,NA,NA,NA,NA
38,12.12.1203.1112,Aquatic,Wetlands,Water,Liquid water,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,12.12.1203.1112,Agricultural,Aquaculturists,12.0105,water, ,"medium and conditions (i.e., water quality) provided by the environment for cultivating aquatic organisms",NA,NA,NA,NA,NA
54,31.83.1203.1112,Atmospheric,Atmosphere,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,31.83.1203.1112,Agricultural,CAFO Operators,31.0102,presence of the environment, ,opportunity to discharge odors into the environment,NA,NA,NA,NA,NA
51,16.83.1203.1112,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,16.83.1203.1112,Agricultural,Aquaculturists,16.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,NA,NA,NA,NA,NA
41,13.83.1203.1112,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,13.83.1203.1112,Agricultural,Aquaculturists,13.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,water quality; temperature; NO3 concentrations; nutrients; salinity,Stock,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
46,14.83.1203.1112,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,14.83.1203.1112,Agricultural,Aquaculturists,14.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,NA,NA,NA,NA,NA
47,15.83.1203.1112,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,15.83.1203.1112,Agricultural,Aquaculturists,15.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,NA,NA,NA,NA,NA
32,11.83.1203.1112,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,11.83.1203.1112,Agricultural,Aquaculturists,11.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,flow rate (cu ft / sec),Stock,Proposed,Bill Fisher (USEPA),daily averages are preferred - could use USGS gauges above tidal influence
37,12.83.1203.1112,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,12.83.1203.1112,Agricultural,Aquaculturists,12.0105,presence of the environment, ,opportunity provided by the environment for cultivating aquatic organisms,NA,NA,NA,NA,NA
58,22.61.1203.1112,Terrestrial,Agroecosystems,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,22.61.1203.1112,Agricultural,Livestock Grazers,22.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",NA,NA,NA,NA,NA
59,22.61.1203.1112,Terrestrial,Agroecosystems,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,22.61.1203.1112,Agricultural,Livestock Grazers,22.0103,soil, ,"suitable soil in which fields of feed (i.e., on which livestock will directly graze) can be grown (NOT feed itself)",NA,NA,NA,NA,NA
65,26.61.1203.1112,Terrestrial,Barren / Rock and Sand,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,26.61.1203.1112,Agricultural,CAFO Operators,26.0102,open space, ,"suitable conditions (i.e., land) to hold livestock and site the CAFO operation",NA,NA,NA,NA,NA
61,24.61.1203.1112,Terrestrial,Grasslands,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,24.61.1203.1112,Agricultural,Livestock Grazers,24.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",pasture area (acres),Stock,Proposed,Bill Fisher (USEPA),NA
44,14.61.1203.1112,Aquatic,Near Coastal Marine and Estuaries,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,14.61.1203.1112,Agricultural,Livestock Grazers,14.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",NA,NA,NA,NA,NA
62,25.61.1203.1112,Terrestrial,Scrubland / Shrubland,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,25.61.1203.1112,Agricultural,CAFO Operators,25.0102,open space, ,"suitable conditions (i.e., land) to hold livestock and site the CAFO operation",NA,NA,NA,NA,NA
64,25.61.1203.1112,Terrestrial,Scrubland / Shrubland,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,25.61.1203.1112,Agricultural,Livestock Grazers,25.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",pasture area (acres),Stock,Proposed,Bill Fisher (USEPA),NA
67,27.61.1203.1112,Terrestrial,Tundra,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,27.61.1203.1112,Agricultural,Livestock Grazers,27.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",NA,NA,NA,NA,NA
35,12.61.1203.1112,Aquatic,Wetlands,Soil ,Soil,Direct Use,In-situ Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Animal Production and Aquaculture,12.61.1203.1112,Agricultural,Livestock Grazers,12.0103,open space, ,"suitable conditions (i.e., land) to graze livestock",NA,NA,NA,NA,NA
25,31.12.1105.1111,Atmospheric,Atmosphere,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Crop Production,31.12.1105.1111,Agricultural,Farmers,31.0106,water, ,water (via precipitation) for crops,NA,NA,NA,NA,NA
12,16.12.1105.1111,Aquatic,Groundwater,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Crop Production,16.12.1105.1111,Agricultural,Irrigators,16.0101,water, ,water for growing and maintaining crops,available freshwater in aquifer (millions cu. ft.),Stock,Proposed,Marc Russell (USEPA),modelled recharge rate (depth per area over time) from any surface (proxy for how much usable water is in aquifer); USGS has a GIS layer that calculates recharge for a specific well
11,13.12.1105.1111,Aquatic,Lakes and Ponds,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Crop Production,13.12.1105.1111,Agricultural,Irrigators,13.0101,water, ,water for growing and maintaining crops,water storage capacity (cu. meters x 106) salinity (mS/cm) lake volume (m3),Stock,Proposed,"Bill Fisher (USEPA), Dave Peck (USEPA), John Stoddard (USEPA)",water storage capacity is often based on water balance
1,11.12.1105.1111,Aquatic,Rivers and Streams,Water,Liquid water,Direct Use,Extractive Use,Support of plant or animal cultivation,Industry,"Agriculture, Forestry, Fishing and Hunting",Crop Production,11.12.1105.1111,Agricultural,Irrigators,11.0101,water, ,water for growing and maintaining crops,flow rate (cu ft / sec) flow rate (mg / d),Stock,Proposed,Bill Fisher (USEPA),daily averages are preferred - could use USGS gauges above tidal influence
